title,main_author,publication_year,country,design,subpopulation_studied,condition_name,outcome_name,stat_name,findings
Pathways towards risk: syndemic conditions mediate the effect of adversity on HIV risk behaviors among young men who have sex with men (YMSM).,Herrick et al.,2014,USA,Longitudinal,Young MSM,Substance use,Sexual risk behaviors,Mediation Analysis,"A greater number of syndemic conditions was associated with increased odds of sexual risk behaviors. Furthermore, experiences of adversity play an important role  in syndemic formation and syndemic conditions mediate the pathway from adversity to sexual risk behaviors"
Pathways towards risk: syndemic conditions mediate the effect of adversity on HIV risk behaviors among young men who have sex with men (YMSM).,Herrick et al.,2014,USA,Longitudinal,Young MSM,Substance use,Sexual risk behaviors,Regression analysis using summation score,"A greater number of syndemic conditions was associated with increased odds of sexual risk behaviors. Furthermore, experiences of adversity play an important role  in syndemic formation and syndemic conditions mediate the pathway from adversity to sexual risk behaviors"
Pathways towards risk: syndemic conditions mediate the effect of adversity on HIV risk behaviors among young men who have sex with men (YMSM).,Herrick et al.,2014,USA,Longitudinal,Young MSM,Binge drinking,Sexual risk behaviors,Mediation Analysis,"A greater number of syndemic conditions was associated with increased odds of sexual risk behaviors. Furthermore, experiences of adversity play an important role  in syndemic formation and syndemic conditions mediate the pathway from adversity to sexual risk behaviors"
Pathways towards risk: syndemic conditions mediate the effect of adversity on HIV risk behaviors among young men who have sex with men (YMSM).,Herrick et al.,2014,USA,Longitudinal,Young MSM,Binge drinking,Sexual risk behaviors,Regression analysis using summation score,"A greater number of syndemic conditions was associated with increased odds of sexual risk behaviors. Furthermore, experiences of adversity play an important role  in syndemic formation and syndemic conditions mediate the pathway from adversity to sexual risk behaviors"
Syndemic factors associated with HIV risk for gay and bisexual men: comparing latent class and latent factor modeling.,Starks,2014,USA,Cross-sectional,,Depression,,Confirmatory Factor Analysis,"In this study, constraining factor loadings to be equal, as it is done with summary score of syndemic conditions, significantly reduced model fit. In the other hand, a latent class analysis produced two ordinal categories of low syndemic burden and high syndemic burden, which is consistent with an underlying unidimensional syndemic stress factor"
Syndemic factors associated with HIV risk for gay and bisexual men: comparing latent class and latent factor modeling.,Starks,2014,USA,Cross-sectional,,Depression,,Latent Class Analysis,"In this study, constraining factor loadings to be equal, as it is done with summary score of syndemic conditions, significantly reduced model fit. In the other hand, a latent class analysis produced two ordinal categories of low syndemic burden and high syndemic burden, which is consistent with an underlying unidimensional syndemic stress factor"
Syndemic factors associated with HIV risk for gay and bisexual men: comparing latent class and latent factor modeling.,Starks,2014,USA,Cross-sectional,,IPV,,Confirmatory Factor Analysis,"In this study, constraining factor loadings to be equal, as it is done with summary score of syndemic conditions, significantly reduced model fit. In the other hand, a latent class analysis produced two ordinal categories of low syndemic burden and high syndemic burden, which is consistent with an underlying unidimensional syndemic stress factor"
Syndemic factors associated with HIV risk for gay and bisexual men: comparing latent class and latent factor modeling.,Starks,2014,USA,Cross-sectional,,IPV,,Latent Class Analysis,"In this study, constraining factor loadings to be equal, as it is done with summary score of syndemic conditions, significantly reduced model fit. In the other hand, a latent class analysis produced two ordinal categories of low syndemic burden and high syndemic burden, which is consistent with an underlying unidimensional syndemic stress factor"
Syndemic factors associated with HIV risk for gay and bisexual men: comparing latent class and latent factor modeling.,Starks,2014,USA,Cross-sectional,,Sexual compulsivity,,Confirmatory Factor Analysis,"In this study, constraining factor loadings to be equal, as it is done with summary score of syndemic conditions, significantly reduced model fit. In the other hand, a latent class analysis produced two ordinal categories of low syndemic burden and high syndemic burden, which is consistent with an underlying unidimensional syndemic stress factor"
Syndemic factors associated with HIV risk for gay and bisexual men: comparing latent class and latent factor modeling.,Starks,2014,USA,Cross-sectional,,Sexual compulsivity,,Latent Class Analysis,"In this study, constraining factor loadings to be equal, as it is done with summary score of syndemic conditions, significantly reduced model fit. In the other hand, a latent class analysis produced two ordinal categories of low syndemic burden and high syndemic burden, which is consistent with an underlying unidimensional syndemic stress factor"
Syndemic factors associated with HIV risk for gay and bisexual men: comparing latent class and latent factor modeling.,Starks,2014,USA,Cross-sectional,,CSA,,Confirmatory Factor Analysis,"In this study, constraining factor loadings to be equal, as it is done with summary score of syndemic conditions, significantly reduced model fit. In the other hand, a latent class analysis produced two ordinal categories of low syndemic burden and high syndemic burden, which is consistent with an underlying unidimensional syndemic stress factor"
Syndemic factors associated with HIV risk for gay and bisexual men: comparing latent class and latent factor modeling.,Starks,2014,USA,Cross-sectional,,CSA,,Latent Class Analysis,"In this study, constraining factor loadings to be equal, as it is done with summary score of syndemic conditions, significantly reduced model fit. In the other hand, a latent class analysis produced two ordinal categories of low syndemic burden and high syndemic burden, which is consistent with an underlying unidimensional syndemic stress factor"
Syndemic factors associated with HIV risk for gay and bisexual men: comparing latent class and latent factor modeling.,Starks,2014,USA,Cross-sectional,,Polysubstance use,,Confirmatory Factor Analysis,"In this study, constraining factor loadings to be equal, as it is done with summary score of syndemic conditions, significantly reduced model fit. In the other hand, a latent class analysis produced two ordinal categories of low syndemic burden and high syndemic burden, which is consistent with an underlying unidimensional syndemic stress factor"
Syndemic factors associated with HIV risk for gay and bisexual men: comparing latent class and latent factor modeling.,Starks,2014,USA,Cross-sectional,,Polysubstance use,,Latent Class Analysis,"In this study, constraining factor loadings to be equal, as it is done with summary score of syndemic conditions, significantly reduced model fit. In the other hand, a latent class analysis produced two ordinal categories of low syndemic burden and high syndemic burden, which is consistent with an underlying unidimensional syndemic stress factor"
"Psychosocial health conditions and HIV prevalence and incidence in a cohort of men who have sex with men in Bangkok, Thailand: evidence of a syndemic effect.",Guadamuz et al.,2014,Thailand,Longitudinal,,Substance use,Sexual risk behaviors,Regression analysis using summation score,"A higher number of syndemic conditions was significantly associated with greater odds of condomless anal sex, a higher HIV prevalence and a higher HIV incidence"
"Psychosocial health conditions and HIV prevalence and incidence in a cohort of men who have sex with men in Bangkok, Thailand: evidence of a syndemic effect.",Guadamuz et al.,2014,Thailand,Longitudinal,,Substance use,HIV diagnosis,Regression analysis using summation score,"A higher number of syndemic conditions was significantly associated with greater odds of condomless anal sex, a higher HIV prevalence and a higher HIV incidence"
"Psychosocial health conditions and HIV prevalence and incidence in a cohort of men who have sex with men in Bangkok, Thailand: evidence of a syndemic effect.",Guadamuz et al.,2014,Thailand,Longitudinal,,Suicidality,Sexual risk behaviors,Regression analysis using summation score,"A higher number of syndemic conditions was significantly associated with greater odds of condomless anal sex, a higher HIV prevalence and a higher HIV incidence"
"Psychosocial health conditions and HIV prevalence and incidence in a cohort of men who have sex with men in Bangkok, Thailand: evidence of a syndemic effect.",Guadamuz et al.,2014,Thailand,Longitudinal,,Suicidality,HIV diagnosis,Regression analysis using summation score,"A higher number of syndemic conditions was significantly associated with greater odds of condomless anal sex, a higher HIV prevalence and a higher HIV incidence"
"Psychosocial health conditions and HIV prevalence and incidence in a cohort of men who have sex with men in Bangkok, Thailand: evidence of a syndemic effect.",Guadamuz et al.,2014,Thailand,Longitudinal,,Alcohol use,Sexual risk behaviors,Regression analysis using summation score,"A higher number of syndemic conditions was significantly associated with greater odds of condomless anal sex, a higher HIV prevalence and a higher HIV incidence"
"Psychosocial health conditions and HIV prevalence and incidence in a cohort of men who have sex with men in Bangkok, Thailand: evidence of a syndemic effect.",Guadamuz et al.,2014,Thailand,Longitudinal,,Alcohol use,HIV diagnosis,Regression analysis using summation score,"A higher number of syndemic conditions was significantly associated with greater odds of condomless anal sex, a higher HIV prevalence and a higher HIV incidence"
"Psychosocial health conditions and HIV prevalence and incidence in a cohort of men who have sex with men in Bangkok, Thailand: evidence of a syndemic effect.",Guadamuz et al.,2014,Thailand,Longitudinal,,Exchange sex,Sexual risk behaviors,Regression analysis using summation score,"A higher number of syndemic conditions was significantly associated with greater odds of condomless anal sex, a higher HIV prevalence and a higher HIV incidence"
"Psychosocial health conditions and HIV prevalence and incidence in a cohort of men who have sex with men in Bangkok, Thailand: evidence of a syndemic effect.",Guadamuz et al.,2014,Thailand,Longitudinal,,Exchange sex,HIV diagnosis,Regression analysis using summation score,"A higher number of syndemic conditions was significantly associated with greater odds of condomless anal sex, a higher HIV prevalence and a higher HIV incidence"
"Psychosocial health conditions and HIV prevalence and incidence in a cohort of men who have sex with men in Bangkok, Thailand: evidence of a syndemic effect.",Guadamuz et al.,2014,Thailand,Longitudinal,,Poor social support,Sexual risk behaviors,Regression analysis using summation score,"A higher number of syndemic conditions was significantly associated with greater odds of condomless anal sex, a higher HIV prevalence and a higher HIV incidence"
"Psychosocial health conditions and HIV prevalence and incidence in a cohort of men who have sex with men in Bangkok, Thailand: evidence of a syndemic effect.",Guadamuz et al.,2014,Thailand,Longitudinal,,Poor social support,HIV diagnosis,Regression analysis using summation score,"A higher number of syndemic conditions was significantly associated with greater odds of condomless anal sex, a higher HIV prevalence and a higher HIV incidence"
"Psychosocial health conditions and HIV prevalence and incidence in a cohort of men who have sex with men in Bangkok, Thailand: evidence of a syndemic effect.",Guadamuz et al.,2014,Thailand,Longitudinal,,Violence,Sexual risk behaviors,Regression analysis using summation score,"A higher number of syndemic conditions was significantly associated with greater odds of condomless anal sex, a higher HIV prevalence and a higher HIV incidence"
"Psychosocial health conditions and HIV prevalence and incidence in a cohort of men who have sex with men in Bangkok, Thailand: evidence of a syndemic effect.",Guadamuz et al.,2014,Thailand,Longitudinal,,Violence,HIV diagnosis,Regression analysis using summation score,"A higher number of syndemic conditions was significantly associated with greater odds of condomless anal sex, a higher HIV prevalence and a higher HIV incidence"
Optimism and education buffer the effects of syndemic conditions on HIV status among African American men who have sex with men.,O'Leary et al.,2014,USA,Cross-sectional,Black MSM,Depression,Sexual risk behaviors,Regression analysis using summation score,"Experiencing a higher number of syndemic conditions was associated with greater odds of engaging in condomless anal sex and a higher prevalence of self-reported positive HIV status. Optimism and education buffered the relationship between syndemic conditions and self-reported HIV status but other resilience factors (connection to gay community, religiosity, Black pride and income) did not. Furthermore, none of the resilience factors buffered the relationship between syndemic conditions and sexual risk behaviors"
Optimism and education buffer the effects of syndemic conditions on HIV status among African American men who have sex with men.,O'Leary et al.,2014,USA,Cross-sectional,Black MSM,Depression,HIV diagnosis,Regression analysis using summation score,"Experiencing a higher number of syndemic conditions was associated with greater odds of engaging in condomless anal sex and a higher prevalence of self-reported positive HIV status. Optimism and education buffered the relationship between syndemic conditions and self-reported HIV status but other resilience factors (connection to gay community, religiosity, Black pride and income) did not. Furthermore, none of the resilience factors buffered the relationship between syndemic conditions and sexual risk behaviors"
Optimism and education buffer the effects of syndemic conditions on HIV status among African American men who have sex with men.,O'Leary et al.,2014,USA,Cross-sectional,Black MSM,IPV,Sexual risk behaviors,Regression analysis using summation score,"Experiencing a higher number of syndemic conditions was associated with greater odds of engaging in condomless anal sex and a higher prevalence of self-reported positive HIV status. Optimism and education buffered the relationship between syndemic conditions and self-reported HIV status but other resilience factors (connection to gay community, religiosity, Black pride and income) did not. Furthermore, none of the resilience factors buffered the relationship between syndemic conditions and sexual risk behaviors"
Optimism and education buffer the effects of syndemic conditions on HIV status among African American men who have sex with men.,O'Leary et al.,2014,USA,Cross-sectional,Black MSM,IPV,HIV diagnosis,Regression analysis using summation score,"Experiencing a higher number of syndemic conditions was associated with greater odds of engaging in condomless anal sex and a higher prevalence of self-reported positive HIV status. Optimism and education buffered the relationship between syndemic conditions and self-reported HIV status but other resilience factors (connection to gay community, religiosity, Black pride and income) did not. Furthermore, none of the resilience factors buffered the relationship between syndemic conditions and sexual risk behaviors"
Optimism and education buffer the effects of syndemic conditions on HIV status among African American men who have sex with men.,O'Leary et al.,2014,USA,Cross-sectional,Black MSM,CSA,Sexual risk behaviors,Regression analysis using summation score,"Experiencing a higher number of syndemic conditions was associated with greater odds of engaging in condomless anal sex and a higher prevalence of self-reported positive HIV status. Optimism and education buffered the relationship between syndemic conditions and self-reported HIV status but other resilience factors (connection to gay community, religiosity, Black pride and income) did not. Furthermore, none of the resilience factors buffered the relationship between syndemic conditions and sexual risk behaviors"
Optimism and education buffer the effects of syndemic conditions on HIV status among African American men who have sex with men.,O'Leary et al.,2014,USA,Cross-sectional,Black MSM,CSA,HIV diagnosis,Regression analysis using summation score,"Experiencing a higher number of syndemic conditions was associated with greater odds of engaging in condomless anal sex and a higher prevalence of self-reported positive HIV status. Optimism and education buffered the relationship between syndemic conditions and self-reported HIV status but other resilience factors (connection to gay community, religiosity, Black pride and income) did not. Furthermore, none of the resilience factors buffered the relationship between syndemic conditions and sexual risk behaviors"
Optimism and education buffer the effects of syndemic conditions on HIV status among African American men who have sex with men.,O'Leary et al.,2014,USA,Cross-sectional,Black MSM,Alcohol Use Disorder,Sexual risk behaviors,Regression analysis using summation score,"Experiencing a higher number of syndemic conditions was associated with greater odds of engaging in condomless anal sex and a higher prevalence of self-reported positive HIV status. Optimism and education buffered the relationship between syndemic conditions and self-reported HIV status but other resilience factors (connection to gay community, religiosity, Black pride and income) did not. Furthermore, none of the resilience factors buffered the relationship between syndemic conditions and sexual risk behaviors"
Optimism and education buffer the effects of syndemic conditions on HIV status among African American men who have sex with men.,O'Leary et al.,2014,USA,Cross-sectional,Black MSM,Alcohol Use Disorder,HIV diagnosis,Regression analysis using summation score,"Experiencing a higher number of syndemic conditions was associated with greater odds of engaging in condomless anal sex and a higher prevalence of self-reported positive HIV status. Optimism and education buffered the relationship between syndemic conditions and self-reported HIV status but other resilience factors (connection to gay community, religiosity, Black pride and income) did not. Furthermore, none of the resilience factors buffered the relationship between syndemic conditions and sexual risk behaviors"
Optimism and education buffer the effects of syndemic conditions on HIV status among African American men who have sex with men.,O'Leary et al.,2014,USA,Cross-sectional,Black MSM,Substance use disorder,Sexual risk behaviors,Regression analysis using summation score,"Experiencing a higher number of syndemic conditions was associated with greater odds of engaging in condomless anal sex and a higher prevalence of self-reported positive HIV status. Optimism and education buffered the relationship between syndemic conditions and self-reported HIV status but other resilience factors (connection to gay community, religiosity, Black pride and income) did not. Furthermore, none of the resilience factors buffered the relationship between syndemic conditions and sexual risk behaviors"
Optimism and education buffer the effects of syndemic conditions on HIV status among African American men who have sex with men.,O'Leary et al.,2014,USA,Cross-sectional,Black MSM,Substance use disorder,HIV diagnosis,Regression analysis using summation score,"Experiencing a higher number of syndemic conditions was associated with greater odds of engaging in condomless anal sex and a higher prevalence of self-reported positive HIV status. Optimism and education buffered the relationship between syndemic conditions and self-reported HIV status but other resilience factors (connection to gay community, religiosity, Black pride and income) did not. Furthermore, none of the resilience factors buffered the relationship between syndemic conditions and sexual risk behaviors"
Syndemic conditions associated with increased HIV risk in a global sample of men who have sex with men.,Santos et al.,2014,International,Cross-sectional,,Depression,Sexual risk behaviors,Regression analysis using summation score,Experiencing a higher number of syndemic conditions was associated with higher odds of engaging in condomless anal sex and self-reported positive HIV status
Syndemic conditions associated with increased HIV risk in a global sample of men who have sex with men.,Santos et al.,2014,International,Cross-sectional,,Depression,HIV diagnosis,Regression analysis using summation score,Experiencing a higher number of syndemic conditions was associated with higher odds of engaging in condomless anal sex and self-reported positive HIV status
Syndemic conditions associated with increased HIV risk in a global sample of men who have sex with men.,Santos et al.,2014,International,Cross-sectional,,Substance use,Sexual risk behaviors,Regression analysis using summation score,Experiencing a higher number of syndemic conditions was associated with higher odds of engaging in condomless anal sex and self-reported positive HIV status
Syndemic conditions associated with increased HIV risk in a global sample of men who have sex with men.,Santos et al.,2014,International,Cross-sectional,,Substance use,HIV diagnosis,Regression analysis using summation score,Experiencing a higher number of syndemic conditions was associated with higher odds of engaging in condomless anal sex and self-reported positive HIV status
Syndemic conditions associated with increased HIV risk in a global sample of men who have sex with men.,Santos et al.,2014,International,Cross-sectional,,Unstable housing,Sexual risk behaviors,Regression analysis using summation score,Experiencing a higher number of syndemic conditions was associated with higher odds of engaging in condomless anal sex and self-reported positive HIV status
Syndemic conditions associated with increased HIV risk in a global sample of men who have sex with men.,Santos et al.,2014,International,Cross-sectional,,Unstable housing,HIV diagnosis,Regression analysis using summation score,Experiencing a higher number of syndemic conditions was associated with higher odds of engaging in condomless anal sex and self-reported positive HIV status
Syndemic conditions associated with increased HIV risk in a global sample of men who have sex with men.,Santos et al.,2014,International,Cross-sectional,,Discrimination,Sexual risk behaviors,Regression analysis using summation score,Experiencing a higher number of syndemic conditions was associated with higher odds of engaging in condomless anal sex and self-reported positive HIV status
Syndemic conditions associated with increased HIV risk in a global sample of men who have sex with men.,Santos et al.,2014,International,Cross-sectional,,Discrimination,HIV diagnosis,Regression analysis using summation score,Experiencing a higher number of syndemic conditions was associated with higher odds of engaging in condomless anal sex and self-reported positive HIV status
Syndemic conditions associated with increased HIV risk in a global sample of men who have sex with men.,Santos et al.,2014,International,Cross-sectional,,Poor healthcare access,Sexual risk behaviors,Regression analysis using summation score,Experiencing a higher number of syndemic conditions was associated with higher odds of engaging in condomless anal sex and self-reported positive HIV status
Syndemic conditions associated with increased HIV risk in a global sample of men who have sex with men.,Santos et al.,2014,International,Cross-sectional,,Poor healthcare access,HIV diagnosis,Regression analysis using summation score,Experiencing a higher number of syndemic conditions was associated with higher odds of engaging in condomless anal sex and self-reported positive HIV status
Syndemic conditions associated with increased HIV risk in a global sample of men who have sex with men.,Santos et al.,2014,International,Cross-sectional,,Violence,Sexual risk behaviors,Regression analysis using summation score,Experiencing a higher number of syndemic conditions was associated with higher odds of engaging in condomless anal sex and self-reported positive HIV status
Syndemic conditions associated with increased HIV risk in a global sample of men who have sex with men.,Santos et al.,2014,International,Cross-sectional,,Violence,HIV diagnosis,Regression analysis using summation score,Experiencing a higher number of syndemic conditions was associated with higher odds of engaging in condomless anal sex and self-reported positive HIV status
A syndemic of psychosocial health disparities and associations with risk for attempting suicide among young sexual minority men.,Mustanski,2014,USA,Cross-sectional,Young MSM,Depression,Suicidality,Confirmatory Factor Analysis,"Experiences of victimization and bullying increased the syndemic burden of all youths and subsequently syndemic burden increased suicide attempts. These findings held true for young men who have sex with women (YMSW), young men who have sex with men (YMSM) and young men who have sex with men and women (YMSMW). However, these relationships were much stronger among sexual minority youths and syndemic conditions clustered with particular strength among YMSMW"
A syndemic of psychosocial health disparities and associations with risk for attempting suicide among young sexual minority men.,Mustanski,2014,USA,Cross-sectional,Young MSM,Depression,Suicidality,Structural Equation Modeling,"Experiences of victimization and bullying increased the syndemic burden of all youths and subsequently syndemic burden increased suicide attempts. These findings held true for young men who have sex with women (YMSW), young men who have sex with men (YMSM) and young men who have sex with men and women (YMSMW). However, these relationships were much stronger among sexual minority youths and syndemic conditions clustered with particular strength among YMSMW"
A syndemic of psychosocial health disparities and associations with risk for attempting suicide among young sexual minority men.,Mustanski,2014,USA,Cross-sectional,Young MSM,Substance use,Suicidality,Confirmatory Factor Analysis,"Experiences of victimization and bullying increased the syndemic burden of all youths and subsequently syndemic burden increased suicide attempts. These findings held true for young men who have sex with women (YMSW), young men who have sex with men (YMSM) and young men who have sex with men and women (YMSMW). However, these relationships were much stronger among sexual minority youths and syndemic conditions clustered with particular strength among YMSMW"
A syndemic of psychosocial health disparities and associations with risk for attempting suicide among young sexual minority men.,Mustanski,2014,USA,Cross-sectional,Young MSM,Substance use,Suicidality,Structural Equation Modeling,"Experiences of victimization and bullying increased the syndemic burden of all youths and subsequently syndemic burden increased suicide attempts. These findings held true for young men who have sex with women (YMSW), young men who have sex with men (YMSM) and young men who have sex with men and women (YMSMW). However, these relationships were much stronger among sexual minority youths and syndemic conditions clustered with particular strength among YMSMW"
A syndemic of psychosocial health disparities and associations with risk for attempting suicide among young sexual minority men.,Mustanski,2014,USA,Cross-sectional,Young MSM,IPV,Suicidality,Confirmatory Factor Analysis,"Experiences of victimization and bullying increased the syndemic burden of all youths and subsequently syndemic burden increased suicide attempts. These findings held true for young men who have sex with women (YMSW), young men who have sex with men (YMSM) and young men who have sex with men and women (YMSMW). However, these relationships were much stronger among sexual minority youths and syndemic conditions clustered with particular strength among YMSMW"
A syndemic of psychosocial health disparities and associations with risk for attempting suicide among young sexual minority men.,Mustanski,2014,USA,Cross-sectional,Young MSM,IPV,Suicidality,Structural Equation Modeling,"Experiences of victimization and bullying increased the syndemic burden of all youths and subsequently syndemic burden increased suicide attempts. These findings held true for young men who have sex with women (YMSW), young men who have sex with men (YMSM) and young men who have sex with men and women (YMSMW). However, these relationships were much stronger among sexual minority youths and syndemic conditions clustered with particular strength among YMSMW"
A syndemic of psychosocial health disparities and associations with risk for attempting suicide among young sexual minority men.,Mustanski,2014,USA,Cross-sectional,Young MSM,Binge drinking,Suicidality,Confirmatory Factor Analysis,"Experiences of victimization and bullying increased the syndemic burden of all youths and subsequently syndemic burden increased suicide attempts. These findings held true for young men who have sex with women (YMSW), young men who have sex with men (YMSM) and young men who have sex with men and women (YMSMW). However, these relationships were much stronger among sexual minority youths and syndemic conditions clustered with particular strength among YMSMW"
A syndemic of psychosocial health disparities and associations with risk for attempting suicide among young sexual minority men.,Mustanski,2014,USA,Cross-sectional,Young MSM,Binge drinking,Suicidality,Structural Equation Modeling,"Experiences of victimization and bullying increased the syndemic burden of all youths and subsequently syndemic burden increased suicide attempts. These findings held true for young men who have sex with women (YMSW), young men who have sex with men (YMSM) and young men who have sex with men and women (YMSMW). However, these relationships were much stronger among sexual minority youths and syndemic conditions clustered with particular strength among YMSMW"
A syndemic of psychosocial health disparities and associations with risk for attempting suicide among young sexual minority men.,Mustanski,2014,USA,Cross-sectional,Young MSM,Sexual risk behaviors,Suicidality,Confirmatory Factor Analysis,"Experiences of victimization and bullying increased the syndemic burden of all youths and subsequently syndemic burden increased suicide attempts. These findings held true for young men who have sex with women (YMSW), young men who have sex with men (YMSM) and young men who have sex with men and women (YMSMW). However, these relationships were much stronger among sexual minority youths and syndemic conditions clustered with particular strength among YMSMW"
A syndemic of psychosocial health disparities and associations with risk for attempting suicide among young sexual minority men.,Mustanski,2014,USA,Cross-sectional,Young MSM,Sexual risk behaviors,Suicidality,Structural Equation Modeling,"Experiences of victimization and bullying increased the syndemic burden of all youths and subsequently syndemic burden increased suicide attempts. These findings held true for young men who have sex with women (YMSW), young men who have sex with men (YMSM) and young men who have sex with men and women (YMSMW). However, these relationships were much stronger among sexual minority youths and syndemic conditions clustered with particular strength among YMSMW"
"Evidence of a syndemic among young Canadian gay and bisexual men: uncovering the associations between anti-gay experiences, psychosocial issues, and HIV risk.",Ferlatte et al.,2014,Canada,Cross-sectional,,Depression,Sexual risk behaviors,Regression analysis using summation score,Experiencing multiple anti-gay experiences was associated with syndemic conditions : a greater number of syndemic conditions was then subsequently associated with greater odds of engaging in serodiscordant condomless anal sex
"Evidence of a syndemic among young Canadian gay and bisexual men: uncovering the associations between anti-gay experiences, psychosocial issues, and HIV risk.",Ferlatte et al.,2014,Canada,Cross-sectional,,Substance use disorder,Sexual risk behaviors,Regression analysis using summation score,Experiencing multiple anti-gay experiences was associated with syndemic conditions : a greater number of syndemic conditions was then subsequently associated with greater odds of engaging in serodiscordant condomless anal sex
"Evidence of a syndemic among young Canadian gay and bisexual men: uncovering the associations between anti-gay experiences, psychosocial issues, and HIV risk.",Ferlatte et al.,2014,Canada,Cross-sectional,,Loneliness,Sexual risk behaviors,Regression analysis using summation score,Experiencing multiple anti-gay experiences was associated with syndemic conditions : a greater number of syndemic conditions was then subsequently associated with greater odds of engaging in serodiscordant condomless anal sex
"The syndemic condition of psychosocial problems and HIV risk among male sex workers in Ho Chi Minh City, Vietnam.",Biello et al.,2014,Vietnam,Cross-sectional,MSM involved in Sex Work,Depression,Sexual risk behaviors,Regression analysis using summation score,Experiencing a higher number of syndemic condition was associated with greater odds of engaging in condomless anal sex in this sample of Vietnamese male sex workers who have sex with men. This relationship was mainly driven by childhood sexual abuse and alcohol use disorder
"The syndemic condition of psychosocial problems and HIV risk among male sex workers in Ho Chi Minh City, Vietnam.",Biello et al.,2014,Vietnam,Cross-sectional,MSM involved in Sex Work,Substance use,Sexual risk behaviors,Regression analysis using summation score,Experiencing a higher number of syndemic condition was associated with greater odds of engaging in condomless anal sex in this sample of Vietnamese male sex workers who have sex with men. This relationship was mainly driven by childhood sexual abuse and alcohol use disorder
"The syndemic condition of psychosocial problems and HIV risk among male sex workers in Ho Chi Minh City, Vietnam.",Biello et al.,2014,Vietnam,Cross-sectional,MSM involved in Sex Work,CSA,Sexual risk behaviors,Regression analysis using summation score,Experiencing a higher number of syndemic condition was associated with greater odds of engaging in condomless anal sex in this sample of Vietnamese male sex workers who have sex with men. This relationship was mainly driven by childhood sexual abuse and alcohol use disorder
"The syndemic condition of psychosocial problems and HIV risk among male sex workers in Ho Chi Minh City, Vietnam.",Biello et al.,2014,Vietnam,Cross-sectional,MSM involved in Sex Work,Alcohol Use Disorder,Sexual risk behaviors,Regression analysis using summation score,Experiencing a higher number of syndemic condition was associated with greater odds of engaging in condomless anal sex in this sample of Vietnamese male sex workers who have sex with men. This relationship was mainly driven by childhood sexual abuse and alcohol use disorder
"The syndemic condition of psychosocial problems and HIV risk among male sex workers in Ho Chi Minh City, Vietnam.",Biello et al.,2014,Vietnam,Cross-sectional,MSM involved in Sex Work,Violence,Sexual risk behaviors,Regression analysis using summation score,Experiencing a higher number of syndemic condition was associated with greater odds of engaging in condomless anal sex in this sample of Vietnamese male sex workers who have sex with men. This relationship was mainly driven by childhood sexual abuse and alcohol use disorder
Syndemic and other risk factors for unprotected anal intercourse among an online sample of Belgian HIV negative men who have sex with men.,Vanden Berghe et al.,2014,Belgium,Cross-sectional,,Depression,Sexual risk behaviors,Moderation analysis,"Depressive symptoms and sexual sensation seeking were more present in MSM who engaged in condomless anal sex in the past 6 months while use of alcohol or substance or alcohol just before or during sex was not. However, this study found no evidence that depressive symptoms moderated the effect of risk perception of condomless anal sex on engaging in condomless anal sex."
Syndemic and other risk factors for unprotected anal intercourse among an online sample of Belgian HIV negative men who have sex with men.,Vanden Berghe et al.,2014,Belgium,Cross-sectional,,Sexual risk behaviors,Sexual risk behaviors,Moderation analysis,"Depressive symptoms and sexual sensation seeking were more present in MSM who engaged in condomless anal sex in the past 6 months while use of alcohol or substance or alcohol just before or during sex was not. However, this study found no evidence that depressive symptoms moderated the effect of risk perception of condomless anal sex on engaging in condomless anal sex."
Syndemic and other risk factors for unprotected anal intercourse among an online sample of Belgian HIV negative men who have sex with men.,Vanden Berghe et al.,2014,Belgium,Cross-sectional,,Chemsex,Sexual risk behaviors,Moderation analysis,"Depressive symptoms and sexual sensation seeking were more present in MSM who engaged in condomless anal sex in the past 6 months while use of alcohol or substance or alcohol just before or during sex was not. However, this study found no evidence that depressive symptoms moderated the effect of risk perception of condomless anal sex on engaging in condomless anal sex."
HIV risk among substance-using men who have sex with men and women (MSMW): findings from South Florida.,Friedman et al.,2014,USA,Cross-sectional,,Depression,Engagement in exchange sex,Hierarchical negative binomial regression,"Among MSMW, syndemic conditions explained 31,1% of the variance in exchange sex but only 3.6% of the variance in chemsex. Exchange sex, in turn was associated with serodiscordant condomless anal sex while chemsex alone was not. Furthermore no direct association between syndemic conditions and serodiscodant condomless anal was found"
HIV risk among substance-using men who have sex with men and women (MSMW): findings from South Florida.,Friedman et al.,2014,USA,Cross-sectional,,Depression,Sexual risk behaviors,Hierarchical negative binomial regression,"Among MSMW, syndemic conditions explained 31,1% of the variance in exchange sex but only 3.6% of the variance in chemsex. Exchange sex, in turn was associated with serodiscordant condomless anal sex while chemsex alone was not. Furthermore no direct association between syndemic conditions and serodiscodant condomless anal was found"
HIV risk among substance-using men who have sex with men and women (MSMW): findings from South Florida.,Friedman et al.,2014,USA,Cross-sectional,,Depression,Engagement in chemsex,Hierarchical negative binomial regression,"Among MSMW, syndemic conditions explained 31,1% of the variance in exchange sex but only 3.6% of the variance in chemsex. Exchange sex, in turn was associated with serodiscordant condomless anal sex while chemsex alone was not. Furthermore no direct association between syndemic conditions and serodiscodant condomless anal was found"
