title,main_author,publication_year,country,design,subpopulation_studied,stat_name,condition_name
"Multiple syndemic psychosocial factors are associated with reduced engagement in HIV care among a multinational, online sample of HIV-infected MSM in Latin America.",Biello et al.,2016,Latin America,Cross-sectional,MSM living with HIV,Regression analysis using summation score,Chemsex
Linking Syndemic Stress and Behavioral Indicators of Main Partner HIV Transmission Risk in Gay Male Couples.,Starks et al.,2016,USA,Cross-sectional,,Regression analysis using summation score,Depression
Linking Syndemic Stress and Behavioral Indicators of Main Partner HIV Transmission Risk in Gay Male Couples.,Starks et al.,2016,USA,Cross-sectional,,Regression analysis using summation score,IPV
Linking Syndemic Stress and Behavioral Indicators of Main Partner HIV Transmission Risk in Gay Male Couples.,Starks et al.,2016,USA,Cross-sectional,,Regression analysis using summation score,Sexual compulsivity
Linking Syndemic Stress and Behavioral Indicators of Main Partner HIV Transmission Risk in Gay Male Couples.,Starks et al.,2016,USA,Cross-sectional,,Regression analysis using summation score,CSA
Linking Syndemic Stress and Behavioral Indicators of Main Partner HIV Transmission Risk in Gay Male Couples.,Starks et al.,2016,USA,Cross-sectional,,Regression analysis using summation score,Polysubstance use
"Psychosocial syndemic associated with increased suicidal ideation among men who have sex with men in Shanghai, China.",Li et al.,2016,China,Cross-sectional,,Regression analysis using summation score,Depression
"Psychosocial syndemic associated with increased suicidal ideation among men who have sex with men in Shanghai, China.",Li et al.,2016,China,Cross-sectional,,Regression analysis using summation score,Substance use
"Psychosocial syndemic associated with increased suicidal ideation among men who have sex with men in Shanghai, China.",Li et al.,2016,China,Cross-sectional,,Regression analysis using summation score,Sexual compulsivity
"Psychosocial syndemic associated with increased suicidal ideation among men who have sex with men in Shanghai, China.",Li et al.,2016,China,Cross-sectional,,Regression analysis using summation score,Anxiety
"Psychosocial syndemic associated with increased suicidal ideation among men who have sex with men in Shanghai, China.",Li et al.,2016,China,Cross-sectional,,Regression analysis using summation score,Sexual risk behaviors
"Psychosocial syndemic associated with increased suicidal ideation among men who have sex with men in Shanghai, China.",Li et al.,2016,China,Cross-sectional,,Regression analysis using summation score,Poor social support
"Psychosocial syndemic associated with increased suicidal ideation among men who have sex with men in Shanghai, China.",Li et al.,2016,China,Cross-sectional,,Regression analysis using summation score,Loneliness
"Psychosocial syndemic associated with increased suicidal ideation among men who have sex with men in Shanghai, China.",Li et al.,2016,China,Cross-sectional,,Regression analysis using summation score,Involuntary subordination
"Psychosocial syndemic associated with increased suicidal ideation among men who have sex with men in Shanghai, China.",Li et al.,2016,China,Cross-sectional,,Regression analysis using summation score,Low self-esteem
"Psychosocial syndemic associated with increased suicidal ideation among men who have sex with men in Shanghai, China.",Li et al.,2016,China,Cross-sectional,,Regression analysis using summation score,Impulsivity
"Outness as a Moderator of the Association Between Syndemic Conditions and HIV Risk-Taking Behavior Among Men Who Have Sex with Men in Tijuana, Mexico.",Pitpitan et al.,2016,Mexico,Cross-sectional,,Moderation analysis,Depression
"Outness as a Moderator of the Association Between Syndemic Conditions and HIV Risk-Taking Behavior Among Men Who Have Sex with Men in Tijuana, Mexico.",Pitpitan et al.,2016,Mexico,Cross-sectional,,Regression analysis using summation score,Depression
"Outness as a Moderator of the Association Between Syndemic Conditions and HIV Risk-Taking Behavior Among Men Who Have Sex with Men in Tijuana, Mexico.",Pitpitan et al.,2016,Mexico,Cross-sectional,,Moderation analysis,Substance use
"Outness as a Moderator of the Association Between Syndemic Conditions and HIV Risk-Taking Behavior Among Men Who Have Sex with Men in Tijuana, Mexico.",Pitpitan et al.,2016,Mexico,Cross-sectional,,Regression analysis using summation score,Substance use
"Outness as a Moderator of the Association Between Syndemic Conditions and HIV Risk-Taking Behavior Among Men Who Have Sex with Men in Tijuana, Mexico.",Pitpitan et al.,2016,Mexico,Cross-sectional,,Moderation analysis,Sexual compulsivity
"Outness as a Moderator of the Association Between Syndemic Conditions and HIV Risk-Taking Behavior Among Men Who Have Sex with Men in Tijuana, Mexico.",Pitpitan et al.,2016,Mexico,Cross-sectional,,Regression analysis using summation score,Sexual compulsivity
"Outness as a Moderator of the Association Between Syndemic Conditions and HIV Risk-Taking Behavior Among Men Who Have Sex with Men in Tijuana, Mexico.",Pitpitan et al.,2016,Mexico,Cross-sectional,,Moderation analysis,Internalised homophobia
"Outness as a Moderator of the Association Between Syndemic Conditions and HIV Risk-Taking Behavior Among Men Who Have Sex with Men in Tijuana, Mexico.",Pitpitan et al.,2016,Mexico,Cross-sectional,,Regression analysis using summation score,Internalised homophobia
"Outness as a Moderator of the Association Between Syndemic Conditions and HIV Risk-Taking Behavior Among Men Who Have Sex with Men in Tijuana, Mexico.",Pitpitan et al.,2016,Mexico,Cross-sectional,,Moderation analysis,Violence
"Outness as a Moderator of the Association Between Syndemic Conditions and HIV Risk-Taking Behavior Among Men Who Have Sex with Men in Tijuana, Mexico.",Pitpitan et al.,2016,Mexico,Cross-sectional,,Regression analysis using summation score,Violence
"The syndemic of violence victimisation, drug use, frequent alcohol use, and HIV transmission risk behaviour among men who have sex with men: Cross-sectional, population-based study in India.",Chakrapani et al.,2019,India,Cross-sectional,,Path Analysis,Substance use
"The syndemic of violence victimisation, drug use, frequent alcohol use, and HIV transmission risk behaviour among men who have sex with men: Cross-sectional, population-based study in India.",Chakrapani et al.,2019,India,Cross-sectional,,Mediation Analysis,Substance use
"The syndemic of violence victimisation, drug use, frequent alcohol use, and HIV transmission risk behaviour among men who have sex with men: Cross-sectional, population-based study in India.",Chakrapani et al.,2019,India,Cross-sectional,,Significant product term ,Substance use
"The syndemic of violence victimisation, drug use, frequent alcohol use, and HIV transmission risk behaviour among men who have sex with men: Cross-sectional, population-based study in India.",Chakrapani et al.,2019,India,Cross-sectional,,Relative Excess Risk due to Interaction,Substance use
"The syndemic of violence victimisation, drug use, frequent alcohol use, and HIV transmission risk behaviour among men who have sex with men: Cross-sectional, population-based study in India.",Chakrapani et al.,2019,India,Cross-sectional,,Path Analysis,Alcohol use
"The syndemic of violence victimisation, drug use, frequent alcohol use, and HIV transmission risk behaviour among men who have sex with men: Cross-sectional, population-based study in India.",Chakrapani et al.,2019,India,Cross-sectional,,Mediation Analysis,Alcohol use
"The syndemic of violence victimisation, drug use, frequent alcohol use, and HIV transmission risk behaviour among men who have sex with men: Cross-sectional, population-based study in India.",Chakrapani et al.,2019,India,Cross-sectional,,Significant product term ,Alcohol use
"The syndemic of violence victimisation, drug use, frequent alcohol use, and HIV transmission risk behaviour among men who have sex with men: Cross-sectional, population-based study in India.",Chakrapani et al.,2019,India,Cross-sectional,,Relative Excess Risk due to Interaction,Alcohol use
"The syndemic of violence victimisation, drug use, frequent alcohol use, and HIV transmission risk behaviour among men who have sex with men: Cross-sectional, population-based study in India.",Chakrapani et al.,2019,India,Cross-sectional,,Path Analysis,Violence
"The syndemic of violence victimisation, drug use, frequent alcohol use, and HIV transmission risk behaviour among men who have sex with men: Cross-sectional, population-based study in India.",Chakrapani et al.,2019,India,Cross-sectional,,Mediation Analysis,Violence
"The syndemic of violence victimisation, drug use, frequent alcohol use, and HIV transmission risk behaviour among men who have sex with men: Cross-sectional, population-based study in India.",Chakrapani et al.,2019,India,Cross-sectional,,Significant product term ,Violence
"The syndemic of violence victimisation, drug use, frequent alcohol use, and HIV transmission risk behaviour among men who have sex with men: Cross-sectional, population-based study in India.",Chakrapani et al.,2019,India,Cross-sectional,,Relative Excess Risk due to Interaction,Violence
Syndemic Indicators Predict Poor Medication Adherence and Increased Health Care Utilization for Urban HIV-Positive Men Who Have Sex with Men.,Pantalone et al.,2018,USA,Cross-sectional,MSM living with HIV,Regression analysis using summation score,IPV
Syndemic Indicators Predict Poor Medication Adherence and Increased Health Care Utilization for Urban HIV-Positive Men Who Have Sex with Men.,Pantalone et al.,2018,USA,Cross-sectional,MSM living with HIV,Regression analysis using summation score,Suicidality
Syndemic Indicators Predict Poor Medication Adherence and Increased Health Care Utilization for Urban HIV-Positive Men Who Have Sex with Men.,Pantalone et al.,2018,USA,Cross-sectional,MSM living with HIV,Regression analysis using summation score,CSA
Syndemic Indicators Predict Poor Medication Adherence and Increased Health Care Utilization for Urban HIV-Positive Men Who Have Sex with Men.,Pantalone et al.,2018,USA,Cross-sectional,MSM living with HIV,Regression analysis using summation score,Polysubstance use
High prevalence of multiple syndemic conditions associated with sexual risk behavior and HIV infection among a large sample of Spanish- and Portuguese-speaking men who have sex with men in Latin America.,Mimiaga et al.,2015,Latin America,Cross-sectional,,Regression analysis using summation score,Depression
High prevalence of multiple syndemic conditions associated with sexual risk behavior and HIV infection among a large sample of Spanish- and Portuguese-speaking men who have sex with men in Latin America.,Mimiaga et al.,2015,Latin America,Cross-sectional,,Regression analysis using summation score,IPV
High prevalence of multiple syndemic conditions associated with sexual risk behavior and HIV infection among a large sample of Spanish- and Portuguese-speaking men who have sex with men in Latin America.,Mimiaga et al.,2015,Latin America,Cross-sectional,,Regression analysis using summation score,Suicidality
High prevalence of multiple syndemic conditions associated with sexual risk behavior and HIV infection among a large sample of Spanish- and Portuguese-speaking men who have sex with men in Latin America.,Mimiaga et al.,2015,Latin America,Cross-sectional,,Regression analysis using summation score,Sexual compulsivity
High prevalence of multiple syndemic conditions associated with sexual risk behavior and HIV infection among a large sample of Spanish- and Portuguese-speaking men who have sex with men in Latin America.,Mimiaga et al.,2015,Latin America,Cross-sectional,,Regression analysis using summation score,CSA
High prevalence of multiple syndemic conditions associated with sexual risk behavior and HIV infection among a large sample of Spanish- and Portuguese-speaking men who have sex with men in Latin America.,Mimiaga et al.,2015,Latin America,Cross-sectional,,Regression analysis using summation score,Alcohol Use Disorder
High prevalence of multiple syndemic conditions associated with sexual risk behavior and HIV infection among a large sample of Spanish- and Portuguese-speaking men who have sex with men in Latin America.,Mimiaga et al.,2015,Latin America,Cross-sectional,,Regression analysis using summation score,Chemsex
"Retrospective reports of developmental stressors, syndemics, and their association with sexual risk outcomes among gay men.",Tulloch et al.,2015,Canada,Cross-sectional,,Mediation Analysis,Depression
"Retrospective reports of developmental stressors, syndemics, and their association with sexual risk outcomes among gay men.",Tulloch et al.,2015,Canada,Cross-sectional,,Regression analysis using summation score,Depression
"Retrospective reports of developmental stressors, syndemics, and their association with sexual risk outcomes among gay men.",Tulloch et al.,2015,Canada,Cross-sectional,,Mediation Analysis,IPV
"Retrospective reports of developmental stressors, syndemics, and their association with sexual risk outcomes among gay men.",Tulloch et al.,2015,Canada,Cross-sectional,,Regression analysis using summation score,IPV
"Retrospective reports of developmental stressors, syndemics, and their association with sexual risk outcomes among gay men.",Tulloch et al.,2015,Canada,Cross-sectional,,Mediation Analysis,Polysubstance use
"Retrospective reports of developmental stressors, syndemics, and their association with sexual risk outcomes among gay men.",Tulloch et al.,2015,Canada,Cross-sectional,,Regression analysis using summation score,Polysubstance use
Syndemic production and sexual compulsivity/hypersexuality in highly sexually active gay and bisexual men: further evidence for a three group conceptualization.,Parsons et al.,2015,USA,Cross-sectional,,Mediation Analysis,Depression
Syndemic production and sexual compulsivity/hypersexuality in highly sexually active gay and bisexual men: further evidence for a three group conceptualization.,Parsons et al.,2015,USA,Cross-sectional,,Regression analysis using summation score,Depression
Syndemic production and sexual compulsivity/hypersexuality in highly sexually active gay and bisexual men: further evidence for a three group conceptualization.,Parsons et al.,2015,USA,Cross-sectional,,Mediation Analysis,IPV
Syndemic production and sexual compulsivity/hypersexuality in highly sexually active gay and bisexual men: further evidence for a three group conceptualization.,Parsons et al.,2015,USA,Cross-sectional,,Regression analysis using summation score,IPV
Syndemic production and sexual compulsivity/hypersexuality in highly sexually active gay and bisexual men: further evidence for a three group conceptualization.,Parsons et al.,2015,USA,Cross-sectional,,Mediation Analysis,Sexual compulsivity
Syndemic production and sexual compulsivity/hypersexuality in highly sexually active gay and bisexual men: further evidence for a three group conceptualization.,Parsons et al.,2015,USA,Cross-sectional,,Regression analysis using summation score,Sexual compulsivity
Syndemic production and sexual compulsivity/hypersexuality in highly sexually active gay and bisexual men: further evidence for a three group conceptualization.,Parsons et al.,2015,USA,Cross-sectional,,Mediation Analysis,CSA
Syndemic production and sexual compulsivity/hypersexuality in highly sexually active gay and bisexual men: further evidence for a three group conceptualization.,Parsons et al.,2015,USA,Cross-sectional,,Regression analysis using summation score,CSA
Syndemic production and sexual compulsivity/hypersexuality in highly sexually active gay and bisexual men: further evidence for a three group conceptualization.,Parsons et al.,2015,USA,Cross-sectional,,Mediation Analysis,Polysubstance use
Syndemic production and sexual compulsivity/hypersexuality in highly sexually active gay and bisexual men: further evidence for a three group conceptualization.,Parsons et al.,2015,USA,Cross-sectional,,Regression analysis using summation score,Polysubstance use
Syndemic production and sexual compulsivity/hypersexuality in highly sexually active gay and bisexual men: further evidence for a three group conceptualization.,Parsons et al.,2015,USA,Cross-sectional,,Mediation Analysis,Hypersexuality
Syndemic production and sexual compulsivity/hypersexuality in highly sexually active gay and bisexual men: further evidence for a three group conceptualization.,Parsons et al.,2015,USA,Cross-sectional,,Regression analysis using summation score,Hypersexuality
A mixed methods study of health and social disparities among substance-using African American/Black men who have sex with men.,Buttram et al.,2015,USA,Mixed,Black MSM,No interaction,Substance use disorder
A mixed methods study of health and social disparities among substance-using African American/Black men who have sex with men.,Buttram et al.,2015,USA,Mixed,Black MSM,No interaction,Violence
A mixed methods study of health and social disparities among substance-using African American/Black men who have sex with men.,Buttram et al.,2015,USA,Mixed,Black MSM,No interaction,General mental distress
Effects of syndemics on HIV viral load and medication adherence in the multicentre AIDS cohort study.,Friedman et al.,2015,USA,Longitudinal,MSM living with HIV,Structural Equation Modeling,Depression
Effects of syndemics on HIV viral load and medication adherence in the multicentre AIDS cohort study.,Friedman et al.,2015,USA,Longitudinal,MSM living with HIV,Mediation Analysis,Depression
Effects of syndemics on HIV viral load and medication adherence in the multicentre AIDS cohort study.,Friedman et al.,2015,USA,Longitudinal,MSM living with HIV,Regression analysis using summation score,Depression
Effects of syndemics on HIV viral load and medication adherence in the multicentre AIDS cohort study.,Friedman et al.,2015,USA,Longitudinal,MSM living with HIV,Structural Equation Modeling,Polysubstance use
Effects of syndemics on HIV viral load and medication adherence in the multicentre AIDS cohort study.,Friedman et al.,2015,USA,Longitudinal,MSM living with HIV,Mediation Analysis,Polysubstance use
Effects of syndemics on HIV viral load and medication adherence in the multicentre AIDS cohort study.,Friedman et al.,2015,USA,Longitudinal,MSM living with HIV,Regression analysis using summation score,Polysubstance use
Effects of syndemics on HIV viral load and medication adherence in the multicentre AIDS cohort study.,Friedman et al.,2015,USA,Longitudinal,MSM living with HIV,Structural Equation Modeling,Sexual risk behaviors
Effects of syndemics on HIV viral load and medication adherence in the multicentre AIDS cohort study.,Friedman et al.,2015,USA,Longitudinal,MSM living with HIV,Mediation Analysis,Sexual risk behaviors
Effects of syndemics on HIV viral load and medication adherence in the multicentre AIDS cohort study.,Friedman et al.,2015,USA,Longitudinal,MSM living with HIV,Regression analysis using summation score,Sexual risk behaviors
"Drug Use, Sexual Risk, and Syndemic Production Among Men Who Have Sex With Men Who Engage in Group Sexual Encounters.",Hirshfield et al.,2015,USA,Cross-sectional,,Regression analysis using summation score,Depression
"Drug Use, Sexual Risk, and Syndemic Production Among Men Who Have Sex With Men Who Engage in Group Sexual Encounters.",Hirshfield et al.,2015,USA,Cross-sectional,,Regression analysis using summation score,Polysubstance use
"Drug Use, Sexual Risk, and Syndemic Production Among Men Who Have Sex With Men Who Engage in Group Sexual Encounters.",Hirshfield et al.,2015,USA,Cross-sectional,,Regression analysis using summation score,Incarceration
"Drug Use, Sexual Risk, and Syndemic Production Among Men Who Have Sex With Men Who Engage in Group Sexual Encounters.",Hirshfield et al.,2015,USA,Cross-sectional,,Regression analysis using summation score,Alcohol use
The effect of psychosocial syndemic production on 4-year HIV incidence and risk behavior in a large cohort of sexually active men who have sex with men.,Mimiaga et al.,2015,USA,Longitudinal,,Mediation Analysis,Depression
The effect of psychosocial syndemic production on 4-year HIV incidence and risk behavior in a large cohort of sexually active men who have sex with men.,Mimiaga et al.,2015,USA,Longitudinal,,Regression analysis using summation score,Depression
The effect of psychosocial syndemic production on 4-year HIV incidence and risk behavior in a large cohort of sexually active men who have sex with men.,Mimiaga et al.,2015,USA,Longitudinal,,Mediation Analysis,Substance use
The effect of psychosocial syndemic production on 4-year HIV incidence and risk behavior in a large cohort of sexually active men who have sex with men.,Mimiaga et al.,2015,USA,Longitudinal,,Regression analysis using summation score,Substance use
The effect of psychosocial syndemic production on 4-year HIV incidence and risk behavior in a large cohort of sexually active men who have sex with men.,Mimiaga et al.,2015,USA,Longitudinal,,Mediation Analysis,Binge drinking
The effect of psychosocial syndemic production on 4-year HIV incidence and risk behavior in a large cohort of sexually active men who have sex with men.,Mimiaga et al.,2015,USA,Longitudinal,,Regression analysis using summation score,Binge drinking
The effect of psychosocial syndemic production on 4-year HIV incidence and risk behavior in a large cohort of sexually active men who have sex with men.,Mimiaga et al.,2015,USA,Longitudinal,,Mediation Analysis,CSA
The effect of psychosocial syndemic production on 4-year HIV incidence and risk behavior in a large cohort of sexually active men who have sex with men.,Mimiaga et al.,2015,USA,Longitudinal,,Regression analysis using summation score,CSA
The effect of psychosocial syndemic production on 4-year HIV incidence and risk behavior in a large cohort of sexually active men who have sex with men.,Mimiaga et al.,2015,USA,Longitudinal,,Mediation Analysis,Polysubstance use
The effect of psychosocial syndemic production on 4-year HIV incidence and risk behavior in a large cohort of sexually active men who have sex with men.,Mimiaga et al.,2015,USA,Longitudinal,,Regression analysis using summation score,Polysubstance use
"A Longitudinal Investigation of Syndemic Conditions Among Young Gay, Bisexual, and Other MSM: The P18 Cohort Study.",Halkitis et al.,2015,USA,Longitudinal,Young MSM,Confirmatory Factor Analysis,Depression
"A Longitudinal Investigation of Syndemic Conditions Among Young Gay, Bisexual, and Other MSM: The P18 Cohort Study.",Halkitis et al.,2015,USA,Longitudinal,Young MSM,Confirmatory Factor Analysis,Substance use
"A Longitudinal Investigation of Syndemic Conditions Among Young Gay, Bisexual, and Other MSM: The P18 Cohort Study.",Halkitis et al.,2015,USA,Longitudinal,Young MSM,Confirmatory Factor Analysis,PTSD
"A Longitudinal Investigation of Syndemic Conditions Among Young Gay, Bisexual, and Other MSM: The P18 Cohort Study.",Halkitis et al.,2015,USA,Longitudinal,Young MSM,Confirmatory Factor Analysis,Suicidality
"A Longitudinal Investigation of Syndemic Conditions Among Young Gay, Bisexual, and Other MSM: The P18 Cohort Study.",Halkitis et al.,2015,USA,Longitudinal,Young MSM,Confirmatory Factor Analysis,Alcohol use
"A Longitudinal Investigation of Syndemic Conditions Among Young Gay, Bisexual, and Other MSM: The P18 Cohort Study.",Halkitis et al.,2015,USA,Longitudinal,Young MSM,Confirmatory Factor Analysis,Sexual risk behaviors
"A Longitudinal Investigation of Syndemic Conditions Among Young Gay, Bisexual, and Other MSM: The P18 Cohort Study.",Halkitis et al.,2015,USA,Longitudinal,Young MSM,Confirmatory Factor Analysis,Loneliness
Pathways towards risk: syndemic conditions mediate the effect of adversity on HIV risk behaviors among young men who have sex with men (YMSM).,Herrick et al.,2014,USA,Longitudinal,Young MSM,Mediation Analysis,Depression
Pathways towards risk: syndemic conditions mediate the effect of adversity on HIV risk behaviors among young men who have sex with men (YMSM).,Herrick et al.,2014,USA,Longitudinal,Young MSM,Regression analysis using summation score,Depression
Pathways towards risk: syndemic conditions mediate the effect of adversity on HIV risk behaviors among young men who have sex with men (YMSM).,Herrick et al.,2014,USA,Longitudinal,Young MSM,Mediation Analysis,Substance use
Pathways towards risk: syndemic conditions mediate the effect of adversity on HIV risk behaviors among young men who have sex with men (YMSM).,Herrick et al.,2014,USA,Longitudinal,Young MSM,Regression analysis using summation score,Substance use
Pathways towards risk: syndemic conditions mediate the effect of adversity on HIV risk behaviors among young men who have sex with men (YMSM).,Herrick et al.,2014,USA,Longitudinal,Young MSM,Mediation Analysis,Binge drinking
Pathways towards risk: syndemic conditions mediate the effect of adversity on HIV risk behaviors among young men who have sex with men (YMSM).,Herrick et al.,2014,USA,Longitudinal,Young MSM,Regression analysis using summation score,Binge drinking
Syndemic factors associated with HIV risk for gay and bisexual men: comparing latent class and latent factor modeling.,Starks,2014,USA,Cross-sectional,,Confirmatory Factor Analysis,Depression
Syndemic factors associated with HIV risk for gay and bisexual men: comparing latent class and latent factor modeling.,Starks,2014,USA,Cross-sectional,,Latent Class Analysis,Depression
Syndemic factors associated with HIV risk for gay and bisexual men: comparing latent class and latent factor modeling.,Starks,2014,USA,Cross-sectional,,Confirmatory Factor Analysis,IPV
Syndemic factors associated with HIV risk for gay and bisexual men: comparing latent class and latent factor modeling.,Starks,2014,USA,Cross-sectional,,Latent Class Analysis,IPV
Syndemic factors associated with HIV risk for gay and bisexual men: comparing latent class and latent factor modeling.,Starks,2014,USA,Cross-sectional,,Confirmatory Factor Analysis,Sexual compulsivity
Syndemic factors associated with HIV risk for gay and bisexual men: comparing latent class and latent factor modeling.,Starks,2014,USA,Cross-sectional,,Latent Class Analysis,Sexual compulsivity
Syndemic factors associated with HIV risk for gay and bisexual men: comparing latent class and latent factor modeling.,Starks,2014,USA,Cross-sectional,,Confirmatory Factor Analysis,CSA
Syndemic factors associated with HIV risk for gay and bisexual men: comparing latent class and latent factor modeling.,Starks,2014,USA,Cross-sectional,,Latent Class Analysis,CSA
Syndemic factors associated with HIV risk for gay and bisexual men: comparing latent class and latent factor modeling.,Starks,2014,USA,Cross-sectional,,Confirmatory Factor Analysis,Polysubstance use
Syndemic factors associated with HIV risk for gay and bisexual men: comparing latent class and latent factor modeling.,Starks,2014,USA,Cross-sectional,,Latent Class Analysis,Polysubstance use
"Psychosocial health conditions and HIV prevalence and incidence in a cohort of men who have sex with men in Bangkok, Thailand: evidence of a syndemic effect.",Guadamuz et al.,2014,Thailand,Longitudinal,,Regression analysis using summation score,Substance use
"Psychosocial health conditions and HIV prevalence and incidence in a cohort of men who have sex with men in Bangkok, Thailand: evidence of a syndemic effect.",Guadamuz et al.,2014,Thailand,Longitudinal,,Regression analysis using summation score,Suicidality
"Psychosocial health conditions and HIV prevalence and incidence in a cohort of men who have sex with men in Bangkok, Thailand: evidence of a syndemic effect.",Guadamuz et al.,2014,Thailand,Longitudinal,,Regression analysis using summation score,Alcohol use
"Psychosocial health conditions and HIV prevalence and incidence in a cohort of men who have sex with men in Bangkok, Thailand: evidence of a syndemic effect.",Guadamuz et al.,2014,Thailand,Longitudinal,,Regression analysis using summation score,Exchange sex
"Psychosocial health conditions and HIV prevalence and incidence in a cohort of men who have sex with men in Bangkok, Thailand: evidence of a syndemic effect.",Guadamuz et al.,2014,Thailand,Longitudinal,,Regression analysis using summation score,Poor social support
"Psychosocial health conditions and HIV prevalence and incidence in a cohort of men who have sex with men in Bangkok, Thailand: evidence of a syndemic effect.",Guadamuz et al.,2014,Thailand,Longitudinal,,Regression analysis using summation score,Violence
Optimism and education buffer the effects of syndemic conditions on HIV status among African American men who have sex with men.,O'Leary et al.,2014,USA,Cross-sectional,Black MSM,Regression analysis using summation score,Depression
Optimism and education buffer the effects of syndemic conditions on HIV status among African American men who have sex with men.,O'Leary et al.,2014,USA,Cross-sectional,Black MSM,Regression analysis using summation score,IPV
Optimism and education buffer the effects of syndemic conditions on HIV status among African American men who have sex with men.,O'Leary et al.,2014,USA,Cross-sectional,Black MSM,Regression analysis using summation score,CSA
Optimism and education buffer the effects of syndemic conditions on HIV status among African American men who have sex with men.,O'Leary et al.,2014,USA,Cross-sectional,Black MSM,Regression analysis using summation score,Alcohol Use Disorder
Optimism and education buffer the effects of syndemic conditions on HIV status among African American men who have sex with men.,O'Leary et al.,2014,USA,Cross-sectional,Black MSM,Regression analysis using summation score,Substance use disorder
Syndemic conditions associated with increased HIV risk in a global sample of men who have sex with men.,Santos et al.,2014,International,Cross-sectional,,Regression analysis using summation score,Depression
Syndemic conditions associated with increased HIV risk in a global sample of men who have sex with men.,Santos et al.,2014,International,Cross-sectional,,Regression analysis using summation score,Substance use
Syndemic conditions associated with increased HIV risk in a global sample of men who have sex with men.,Santos et al.,2014,International,Cross-sectional,,Regression analysis using summation score,Unstable housing
Syndemic conditions associated with increased HIV risk in a global sample of men who have sex with men.,Santos et al.,2014,International,Cross-sectional,,Regression analysis using summation score,Discrimination
Syndemic conditions associated with increased HIV risk in a global sample of men who have sex with men.,Santos et al.,2014,International,Cross-sectional,,Regression analysis using summation score,Poor healthcare access
Syndemic conditions associated with increased HIV risk in a global sample of men who have sex with men.,Santos et al.,2014,International,Cross-sectional,,Regression analysis using summation score,Violence
A syndemic of psychosocial health disparities and associations with risk for attempting suicide among young sexual minority men.,Mustanski,2014,USA,Cross-sectional,Young MSM,Confirmatory Factor Analysis,Depression
A syndemic of psychosocial health disparities and associations with risk for attempting suicide among young sexual minority men.,Mustanski,2014,USA,Cross-sectional,Young MSM,Structural Equation Modeling,Depression
A syndemic of psychosocial health disparities and associations with risk for attempting suicide among young sexual minority men.,Mustanski,2014,USA,Cross-sectional,Young MSM,Confirmatory Factor Analysis,Substance use
A syndemic of psychosocial health disparities and associations with risk for attempting suicide among young sexual minority men.,Mustanski,2014,USA,Cross-sectional,Young MSM,Structural Equation Modeling,Substance use
A syndemic of psychosocial health disparities and associations with risk for attempting suicide among young sexual minority men.,Mustanski,2014,USA,Cross-sectional,Young MSM,Confirmatory Factor Analysis,IPV
A syndemic of psychosocial health disparities and associations with risk for attempting suicide among young sexual minority men.,Mustanski,2014,USA,Cross-sectional,Young MSM,Structural Equation Modeling,IPV
A syndemic of psychosocial health disparities and associations with risk for attempting suicide among young sexual minority men.,Mustanski,2014,USA,Cross-sectional,Young MSM,Confirmatory Factor Analysis,Binge drinking
A syndemic of psychosocial health disparities and associations with risk for attempting suicide among young sexual minority men.,Mustanski,2014,USA,Cross-sectional,Young MSM,Structural Equation Modeling,Binge drinking
A syndemic of psychosocial health disparities and associations with risk for attempting suicide among young sexual minority men.,Mustanski,2014,USA,Cross-sectional,Young MSM,Confirmatory Factor Analysis,Sexual risk behaviors
A syndemic of psychosocial health disparities and associations with risk for attempting suicide among young sexual minority men.,Mustanski,2014,USA,Cross-sectional,Young MSM,Structural Equation Modeling,Sexual risk behaviors
"Evidence of a syndemic among young Canadian gay and bisexual men: uncovering the associations between anti-gay experiences, psychosocial issues, and HIV risk.",Ferlatte et al.,2014,Canada,Cross-sectional,,Regression analysis using summation score,Depression
"Evidence of a syndemic among young Canadian gay and bisexual men: uncovering the associations between anti-gay experiences, psychosocial issues, and HIV risk.",Ferlatte et al.,2014,Canada,Cross-sectional,,Regression analysis using summation score,Substance use disorder
"Evidence of a syndemic among young Canadian gay and bisexual men: uncovering the associations between anti-gay experiences, psychosocial issues, and HIV risk.",Ferlatte et al.,2014,Canada,Cross-sectional,,Regression analysis using summation score,Loneliness
"The syndemic condition of psychosocial problems and HIV risk among male sex workers in Ho Chi Minh City, Vietnam.",Biello et al.,2014,Vietnam,Cross-sectional,MSM involved in Sex Work,Regression analysis using summation score,Depression
"The syndemic condition of psychosocial problems and HIV risk among male sex workers in Ho Chi Minh City, Vietnam.",Biello et al.,2014,Vietnam,Cross-sectional,MSM involved in Sex Work,Regression analysis using summation score,Substance use
"The syndemic condition of psychosocial problems and HIV risk among male sex workers in Ho Chi Minh City, Vietnam.",Biello et al.,2014,Vietnam,Cross-sectional,MSM involved in Sex Work,Regression analysis using summation score,CSA
"The syndemic condition of psychosocial problems and HIV risk among male sex workers in Ho Chi Minh City, Vietnam.",Biello et al.,2014,Vietnam,Cross-sectional,MSM involved in Sex Work,Regression analysis using summation score,Alcohol Use Disorder
"The syndemic condition of psychosocial problems and HIV risk among male sex workers in Ho Chi Minh City, Vietnam.",Biello et al.,2014,Vietnam,Cross-sectional,MSM involved in Sex Work,Regression analysis using summation score,Violence
