refid,title,main_author,publication_year,country,design,outcome_name,hiv_related,subpopulation_studied,condition_name
117,"Outness as a Moderator of the Association Between Syndemic Conditions and HIV Risk-Taking Behavior Among Men Who Have Sex with Men in Tijuana, Mexico.",Pitpitan et al.,2016,Mexico,Cross-sectional,Sexual risk behaviors,t,,Sexual compulsivity
117,"Outness as a Moderator of the Association Between Syndemic Conditions and HIV Risk-Taking Behavior Among Men Who Have Sex with Men in Tijuana, Mexico.",Pitpitan et al.,2016,Mexico,Cross-sectional,Sexual risk behaviors,t,,Internalised homophobia
117,"Outness as a Moderator of the Association Between Syndemic Conditions and HIV Risk-Taking Behavior Among Men Who Have Sex with Men in Tijuana, Mexico.",Pitpitan et al.,2016,Mexico,Cross-sectional,Sexual risk behaviors,t,,Violence
121,"The syndemic of violence victimisation, drug use, frequent alcohol use, and HIV transmission risk behaviour among men who have sex with men: Cross-sectional, population-based study in India.",Chakrapani et al.,2019,India,Cross-sectional,Sexual risk behaviors,t,,Substance use
121,"The syndemic of violence victimisation, drug use, frequent alcohol use, and HIV transmission risk behaviour among men who have sex with men: Cross-sectional, population-based study in India.",Chakrapani et al.,2019,India,Cross-sectional,Sexual risk behaviors,t,,Alcohol use
121,"The syndemic of violence victimisation, drug use, frequent alcohol use, and HIV transmission risk behaviour among men who have sex with men: Cross-sectional, population-based study in India.",Chakrapani et al.,2019,India,Cross-sectional,Sexual risk behaviors,t,,Violence
124,Syndemic Indicators Predict Poor Medication Adherence and Increased Health Care Utilization for Urban HIV-Positive Men Who Have Sex with Men.,Pantalone et al.,2018,USA,Cross-sectional,Healthcare use,f,MSM living with HIV,IPV
124,Syndemic Indicators Predict Poor Medication Adherence and Increased Health Care Utilization for Urban HIV-Positive Men Who Have Sex with Men.,Pantalone et al.,2018,USA,Cross-sectional,Sexual risk behaviors,t,MSM living with HIV,IPV
124,Syndemic Indicators Predict Poor Medication Adherence and Increased Health Care Utilization for Urban HIV-Positive Men Who Have Sex with Men.,Pantalone et al.,2018,USA,Cross-sectional,Adherence to ART,t,MSM living with HIV,IPV
124,Syndemic Indicators Predict Poor Medication Adherence and Increased Health Care Utilization for Urban HIV-Positive Men Who Have Sex with Men.,Pantalone et al.,2018,USA,Cross-sectional,Healthcare use,f,MSM living with HIV,Suicidality
124,Syndemic Indicators Predict Poor Medication Adherence and Increased Health Care Utilization for Urban HIV-Positive Men Who Have Sex with Men.,Pantalone et al.,2018,USA,Cross-sectional,Sexual risk behaviors,t,MSM living with HIV,Suicidality
124,Syndemic Indicators Predict Poor Medication Adherence and Increased Health Care Utilization for Urban HIV-Positive Men Who Have Sex with Men.,Pantalone et al.,2018,USA,Cross-sectional,Adherence to ART,t,MSM living with HIV,Suicidality
124,Syndemic Indicators Predict Poor Medication Adherence and Increased Health Care Utilization for Urban HIV-Positive Men Who Have Sex with Men.,Pantalone et al.,2018,USA,Cross-sectional,Healthcare use,f,MSM living with HIV,CSA
124,Syndemic Indicators Predict Poor Medication Adherence and Increased Health Care Utilization for Urban HIV-Positive Men Who Have Sex with Men.,Pantalone et al.,2018,USA,Cross-sectional,Sexual risk behaviors,t,MSM living with HIV,CSA
124,Syndemic Indicators Predict Poor Medication Adherence and Increased Health Care Utilization for Urban HIV-Positive Men Who Have Sex with Men.,Pantalone et al.,2018,USA,Cross-sectional,Adherence to ART,t,MSM living with HIV,CSA
124,Syndemic Indicators Predict Poor Medication Adherence and Increased Health Care Utilization for Urban HIV-Positive Men Who Have Sex with Men.,Pantalone et al.,2018,USA,Cross-sectional,Healthcare use,f,MSM living with HIV,Polysubstance use
124,Syndemic Indicators Predict Poor Medication Adherence and Increased Health Care Utilization for Urban HIV-Positive Men Who Have Sex with Men.,Pantalone et al.,2018,USA,Cross-sectional,Sexual risk behaviors,t,MSM living with HIV,Polysubstance use
124,Syndemic Indicators Predict Poor Medication Adherence and Increased Health Care Utilization for Urban HIV-Positive Men Who Have Sex with Men.,Pantalone et al.,2018,USA,Cross-sectional,Adherence to ART,t,MSM living with HIV,Polysubstance use
135,High prevalence of multiple syndemic conditions associated with sexual risk behavior and HIV infection among a large sample of Spanish- and Portuguese-speaking men who have sex with men in Latin America.,Mimiaga et al.,2015,Latin America,Cross-sectional,HIV diagnosis,t,,Depression
135,High prevalence of multiple syndemic conditions associated with sexual risk behavior and HIV infection among a large sample of Spanish- and Portuguese-speaking men who have sex with men in Latin America.,Mimiaga et al.,2015,Latin America,Cross-sectional,Sexual risk behaviors,t,,Depression
135,High prevalence of multiple syndemic conditions associated with sexual risk behavior and HIV infection among a large sample of Spanish- and Portuguese-speaking men who have sex with men in Latin America.,Mimiaga et al.,2015,Latin America,Cross-sectional,HIV diagnosis,t,,IPV
135,High prevalence of multiple syndemic conditions associated with sexual risk behavior and HIV infection among a large sample of Spanish- and Portuguese-speaking men who have sex with men in Latin America.,Mimiaga et al.,2015,Latin America,Cross-sectional,Sexual risk behaviors,t,,IPV
135,High prevalence of multiple syndemic conditions associated with sexual risk behavior and HIV infection among a large sample of Spanish- and Portuguese-speaking men who have sex with men in Latin America.,Mimiaga et al.,2015,Latin America,Cross-sectional,HIV diagnosis,t,,Suicidality
135,High prevalence of multiple syndemic conditions associated with sexual risk behavior and HIV infection among a large sample of Spanish- and Portuguese-speaking men who have sex with men in Latin America.,Mimiaga et al.,2015,Latin America,Cross-sectional,Sexual risk behaviors,t,,Suicidality
135,High prevalence of multiple syndemic conditions associated with sexual risk behavior and HIV infection among a large sample of Spanish- and Portuguese-speaking men who have sex with men in Latin America.,Mimiaga et al.,2015,Latin America,Cross-sectional,HIV diagnosis,t,,Sexual compulsivity
135,High prevalence of multiple syndemic conditions associated with sexual risk behavior and HIV infection among a large sample of Spanish- and Portuguese-speaking men who have sex with men in Latin America.,Mimiaga et al.,2015,Latin America,Cross-sectional,Sexual risk behaviors,t,,Sexual compulsivity
135,High prevalence of multiple syndemic conditions associated with sexual risk behavior and HIV infection among a large sample of Spanish- and Portuguese-speaking men who have sex with men in Latin America.,Mimiaga et al.,2015,Latin America,Cross-sectional,HIV diagnosis,t,,CSA
135,High prevalence of multiple syndemic conditions associated with sexual risk behavior and HIV infection among a large sample of Spanish- and Portuguese-speaking men who have sex with men in Latin America.,Mimiaga et al.,2015,Latin America,Cross-sectional,Sexual risk behaviors,t,,CSA
135,High prevalence of multiple syndemic conditions associated with sexual risk behavior and HIV infection among a large sample of Spanish- and Portuguese-speaking men who have sex with men in Latin America.,Mimiaga et al.,2015,Latin America,Cross-sectional,HIV diagnosis,t,,Alcohol Use Disorder
135,High prevalence of multiple syndemic conditions associated with sexual risk behavior and HIV infection among a large sample of Spanish- and Portuguese-speaking men who have sex with men in Latin America.,Mimiaga et al.,2015,Latin America,Cross-sectional,Sexual risk behaviors,t,,Alcohol Use Disorder
135,High prevalence of multiple syndemic conditions associated with sexual risk behavior and HIV infection among a large sample of Spanish- and Portuguese-speaking men who have sex with men in Latin America.,Mimiaga et al.,2015,Latin America,Cross-sectional,HIV diagnosis,t,,Chemsex
135,High prevalence of multiple syndemic conditions associated with sexual risk behavior and HIV infection among a large sample of Spanish- and Portuguese-speaking men who have sex with men in Latin America.,Mimiaga et al.,2015,Latin America,Cross-sectional,Sexual risk behaviors,t,,Chemsex
140,"Retrospective reports of developmental stressors, syndemics, and their association with sexual risk outcomes among gay men.",Tulloch et al.,2015,Canada,Cross-sectional,Sexual risk behaviors,t,,Depression
140,"Retrospective reports of developmental stressors, syndemics, and their association with sexual risk outcomes among gay men.",Tulloch et al.,2015,Canada,Cross-sectional,Sexual risk behaviors,t,,IPV
140,"Retrospective reports of developmental stressors, syndemics, and their association with sexual risk outcomes among gay men.",Tulloch et al.,2015,Canada,Cross-sectional,Sexual risk behaviors,t,,Polysubstance use
141,Syndemic production and sexual compulsivity/hypersexuality in highly sexually active gay and bisexual men: further evidence for a three group conceptualization.,Parsons et al.,2015,USA,Cross-sectional,HIV diagnosis,t,,Depression
141,Syndemic production and sexual compulsivity/hypersexuality in highly sexually active gay and bisexual men: further evidence for a three group conceptualization.,Parsons et al.,2015,USA,Cross-sectional,Sexual risk behaviors,t,,Depression
141,Syndemic production and sexual compulsivity/hypersexuality in highly sexually active gay and bisexual men: further evidence for a three group conceptualization.,Parsons et al.,2015,USA,Cross-sectional,HIV diagnosis,t,,IPV
141,Syndemic production and sexual compulsivity/hypersexuality in highly sexually active gay and bisexual men: further evidence for a three group conceptualization.,Parsons et al.,2015,USA,Cross-sectional,Sexual risk behaviors,t,,IPV
141,Syndemic production and sexual compulsivity/hypersexuality in highly sexually active gay and bisexual men: further evidence for a three group conceptualization.,Parsons et al.,2015,USA,Cross-sectional,HIV diagnosis,t,,Sexual compulsivity
141,Syndemic production and sexual compulsivity/hypersexuality in highly sexually active gay and bisexual men: further evidence for a three group conceptualization.,Parsons et al.,2015,USA,Cross-sectional,Sexual risk behaviors,t,,Sexual compulsivity
141,Syndemic production and sexual compulsivity/hypersexuality in highly sexually active gay and bisexual men: further evidence for a three group conceptualization.,Parsons et al.,2015,USA,Cross-sectional,HIV diagnosis,t,,CSA
141,Syndemic production and sexual compulsivity/hypersexuality in highly sexually active gay and bisexual men: further evidence for a three group conceptualization.,Parsons et al.,2015,USA,Cross-sectional,Sexual risk behaviors,t,,CSA
141,Syndemic production and sexual compulsivity/hypersexuality in highly sexually active gay and bisexual men: further evidence for a three group conceptualization.,Parsons et al.,2015,USA,Cross-sectional,HIV diagnosis,t,,Polysubstance use
141,Syndemic production and sexual compulsivity/hypersexuality in highly sexually active gay and bisexual men: further evidence for a three group conceptualization.,Parsons et al.,2015,USA,Cross-sectional,Sexual risk behaviors,t,,Polysubstance use
141,Syndemic production and sexual compulsivity/hypersexuality in highly sexually active gay and bisexual men: further evidence for a three group conceptualization.,Parsons et al.,2015,USA,Cross-sectional,HIV diagnosis,t,,Hypersexuality
141,Syndemic production and sexual compulsivity/hypersexuality in highly sexually active gay and bisexual men: further evidence for a three group conceptualization.,Parsons et al.,2015,USA,Cross-sectional,Sexual risk behaviors,t,,Hypersexuality
143,Effects of syndemics on HIV viral load and medication adherence in the multicentre AIDS cohort study.,Friedman et al.,2015,USA,Longitudinal,Viral load,t,MSM living with HIV,Depression
143,Effects of syndemics on HIV viral load and medication adherence in the multicentre AIDS cohort study.,Friedman et al.,2015,USA,Longitudinal,Adherence to ART,t,MSM living with HIV,Depression
143,Effects of syndemics on HIV viral load and medication adherence in the multicentre AIDS cohort study.,Friedman et al.,2015,USA,Longitudinal,Viral load,t,MSM living with HIV,Polysubstance use
143,Effects of syndemics on HIV viral load and medication adherence in the multicentre AIDS cohort study.,Friedman et al.,2015,USA,Longitudinal,Adherence to ART,t,MSM living with HIV,Polysubstance use
143,Effects of syndemics on HIV viral load and medication adherence in the multicentre AIDS cohort study.,Friedman et al.,2015,USA,Longitudinal,Viral load,t,MSM living with HIV,Sexual risk behaviors
143,Effects of syndemics on HIV viral load and medication adherence in the multicentre AIDS cohort study.,Friedman et al.,2015,USA,Longitudinal,Adherence to ART,t,MSM living with HIV,Sexual risk behaviors
144,"Drug Use, Sexual Risk, and Syndemic Production Among Men Who Have Sex With Men Who Engage in Group Sexual Encounters.",Hirshfield et al.,2015,USA,Cross-sectional,Sexual risk behaviors,t,,Depression
144,"Drug Use, Sexual Risk, and Syndemic Production Among Men Who Have Sex With Men Who Engage in Group Sexual Encounters.",Hirshfield et al.,2015,USA,Cross-sectional,Sexual risk behaviors,t,,Polysubstance use
144,"Drug Use, Sexual Risk, and Syndemic Production Among Men Who Have Sex With Men Who Engage in Group Sexual Encounters.",Hirshfield et al.,2015,USA,Cross-sectional,Sexual risk behaviors,t,,Incarceration
144,"Drug Use, Sexual Risk, and Syndemic Production Among Men Who Have Sex With Men Who Engage in Group Sexual Encounters.",Hirshfield et al.,2015,USA,Cross-sectional,Sexual risk behaviors,t,,Alcohol use
148,The effect of psychosocial syndemic production on 4-year HIV incidence and risk behavior in a large cohort of sexually active men who have sex with men.,Mimiaga et al.,2015,USA,Longitudinal,HIV diagnosis,t,,Depression
148,The effect of psychosocial syndemic production on 4-year HIV incidence and risk behavior in a large cohort of sexually active men who have sex with men.,Mimiaga et al.,2015,USA,Longitudinal,Sexual risk behaviors,t,,Depression
148,The effect of psychosocial syndemic production on 4-year HIV incidence and risk behavior in a large cohort of sexually active men who have sex with men.,Mimiaga et al.,2015,USA,Longitudinal,HIV diagnosis,t,,Substance use
148,The effect of psychosocial syndemic production on 4-year HIV incidence and risk behavior in a large cohort of sexually active men who have sex with men.,Mimiaga et al.,2015,USA,Longitudinal,Sexual risk behaviors,t,,Substance use
148,The effect of psychosocial syndemic production on 4-year HIV incidence and risk behavior in a large cohort of sexually active men who have sex with men.,Mimiaga et al.,2015,USA,Longitudinal,HIV diagnosis,t,,Binge drinking
148,The effect of psychosocial syndemic production on 4-year HIV incidence and risk behavior in a large cohort of sexually active men who have sex with men.,Mimiaga et al.,2015,USA,Longitudinal,Sexual risk behaviors,t,,Binge drinking
148,The effect of psychosocial syndemic production on 4-year HIV incidence and risk behavior in a large cohort of sexually active men who have sex with men.,Mimiaga et al.,2015,USA,Longitudinal,HIV diagnosis,t,,CSA
148,The effect of psychosocial syndemic production on 4-year HIV incidence and risk behavior in a large cohort of sexually active men who have sex with men.,Mimiaga et al.,2015,USA,Longitudinal,Sexual risk behaviors,t,,CSA
148,The effect of psychosocial syndemic production on 4-year HIV incidence and risk behavior in a large cohort of sexually active men who have sex with men.,Mimiaga et al.,2015,USA,Longitudinal,HIV diagnosis,t,,Polysubstance use
148,The effect of psychosocial syndemic production on 4-year HIV incidence and risk behavior in a large cohort of sexually active men who have sex with men.,Mimiaga et al.,2015,USA,Longitudinal,Sexual risk behaviors,t,,Polysubstance use
153,Pathways towards risk: syndemic conditions mediate the effect of adversity on HIV risk behaviors among young men who have sex with men (YMSM).,Herrick et al.,2014,USA,Longitudinal,Sexual risk behaviors,t,Young MSM,Depression
153,Pathways towards risk: syndemic conditions mediate the effect of adversity on HIV risk behaviors among young men who have sex with men (YMSM).,Herrick et al.,2014,USA,Longitudinal,Sexual risk behaviors,t,Young MSM,Substance use
153,Pathways towards risk: syndemic conditions mediate the effect of adversity on HIV risk behaviors among young men who have sex with men (YMSM).,Herrick et al.,2014,USA,Longitudinal,Sexual risk behaviors,t,Young MSM,Binge drinking
155,"Psychosocial health conditions and HIV prevalence and incidence in a cohort of men who have sex with men in Bangkok, Thailand: evidence of a syndemic effect.",Guadamuz et al.,2014,Thailand,Longitudinal,HIV diagnosis,t,,Substance use
155,"Psychosocial health conditions and HIV prevalence and incidence in a cohort of men who have sex with men in Bangkok, Thailand: evidence of a syndemic effect.",Guadamuz et al.,2014,Thailand,Longitudinal,Sexual risk behaviors,t,,Substance use
155,"Psychosocial health conditions and HIV prevalence and incidence in a cohort of men who have sex with men in Bangkok, Thailand: evidence of a syndemic effect.",Guadamuz et al.,2014,Thailand,Longitudinal,HIV diagnosis,t,,Suicidality
155,"Psychosocial health conditions and HIV prevalence and incidence in a cohort of men who have sex with men in Bangkok, Thailand: evidence of a syndemic effect.",Guadamuz et al.,2014,Thailand,Longitudinal,Sexual risk behaviors,t,,Suicidality
155,"Psychosocial health conditions and HIV prevalence and incidence in a cohort of men who have sex with men in Bangkok, Thailand: evidence of a syndemic effect.",Guadamuz et al.,2014,Thailand,Longitudinal,HIV diagnosis,t,,Alcohol use
155,"Psychosocial health conditions and HIV prevalence and incidence in a cohort of men who have sex with men in Bangkok, Thailand: evidence of a syndemic effect.",Guadamuz et al.,2014,Thailand,Longitudinal,Sexual risk behaviors,t,,Alcohol use
155,"Psychosocial health conditions and HIV prevalence and incidence in a cohort of men who have sex with men in Bangkok, Thailand: evidence of a syndemic effect.",Guadamuz et al.,2014,Thailand,Longitudinal,HIV diagnosis,t,,Exchange sex
155,"Psychosocial health conditions and HIV prevalence and incidence in a cohort of men who have sex with men in Bangkok, Thailand: evidence of a syndemic effect.",Guadamuz et al.,2014,Thailand,Longitudinal,Sexual risk behaviors,t,,Exchange sex
155,"Psychosocial health conditions and HIV prevalence and incidence in a cohort of men who have sex with men in Bangkok, Thailand: evidence of a syndemic effect.",Guadamuz et al.,2014,Thailand,Longitudinal,HIV diagnosis,t,,Poor social support
155,"Psychosocial health conditions and HIV prevalence and incidence in a cohort of men who have sex with men in Bangkok, Thailand: evidence of a syndemic effect.",Guadamuz et al.,2014,Thailand,Longitudinal,Sexual risk behaviors,t,,Poor social support
155,"Psychosocial health conditions and HIV prevalence and incidence in a cohort of men who have sex with men in Bangkok, Thailand: evidence of a syndemic effect.",Guadamuz et al.,2014,Thailand,Longitudinal,HIV diagnosis,t,,Violence
155,"Psychosocial health conditions and HIV prevalence and incidence in a cohort of men who have sex with men in Bangkok, Thailand: evidence of a syndemic effect.",Guadamuz et al.,2014,Thailand,Longitudinal,Sexual risk behaviors,t,,Violence
157,Optimism and education buffer the effects of syndemic conditions on HIV status among African American men who have sex with men.,O'Leary et al.,2014,USA,Cross-sectional,HIV diagnosis,t,Black MSM,Depression
157,Optimism and education buffer the effects of syndemic conditions on HIV status among African American men who have sex with men.,O'Leary et al.,2014,USA,Cross-sectional,Sexual risk behaviors,t,Black MSM,Depression
157,Optimism and education buffer the effects of syndemic conditions on HIV status among African American men who have sex with men.,O'Leary et al.,2014,USA,Cross-sectional,HIV diagnosis,t,Black MSM,IPV
157,Optimism and education buffer the effects of syndemic conditions on HIV status among African American men who have sex with men.,O'Leary et al.,2014,USA,Cross-sectional,Sexual risk behaviors,t,Black MSM,IPV
157,Optimism and education buffer the effects of syndemic conditions on HIV status among African American men who have sex with men.,O'Leary et al.,2014,USA,Cross-sectional,HIV diagnosis,t,Black MSM,CSA
157,Optimism and education buffer the effects of syndemic conditions on HIV status among African American men who have sex with men.,O'Leary et al.,2014,USA,Cross-sectional,Sexual risk behaviors,t,Black MSM,CSA
157,Optimism and education buffer the effects of syndemic conditions on HIV status among African American men who have sex with men.,O'Leary et al.,2014,USA,Cross-sectional,HIV diagnosis,t,Black MSM,Alcohol Use Disorder
157,Optimism and education buffer the effects of syndemic conditions on HIV status among African American men who have sex with men.,O'Leary et al.,2014,USA,Cross-sectional,Sexual risk behaviors,t,Black MSM,Alcohol Use Disorder
157,Optimism and education buffer the effects of syndemic conditions on HIV status among African American men who have sex with men.,O'Leary et al.,2014,USA,Cross-sectional,HIV diagnosis,t,Black MSM,Substance use disorder
157,Optimism and education buffer the effects of syndemic conditions on HIV status among African American men who have sex with men.,O'Leary et al.,2014,USA,Cross-sectional,Sexual risk behaviors,t,Black MSM,Substance use disorder
161,Syndemic conditions associated with increased HIV risk in a global sample of men who have sex with men.,Santos et al.,2014,International,Cross-sectional,HIV diagnosis,t,,Depression
161,Syndemic conditions associated with increased HIV risk in a global sample of men who have sex with men.,Santos et al.,2014,International,Cross-sectional,Sexual risk behaviors,t,,Depression
161,Syndemic conditions associated with increased HIV risk in a global sample of men who have sex with men.,Santos et al.,2014,International,Cross-sectional,HIV diagnosis,t,,Substance use
161,Syndemic conditions associated with increased HIV risk in a global sample of men who have sex with men.,Santos et al.,2014,International,Cross-sectional,Sexual risk behaviors,t,,Substance use
161,Syndemic conditions associated with increased HIV risk in a global sample of men who have sex with men.,Santos et al.,2014,International,Cross-sectional,HIV diagnosis,t,,Unstable housing
161,Syndemic conditions associated with increased HIV risk in a global sample of men who have sex with men.,Santos et al.,2014,International,Cross-sectional,Sexual risk behaviors,t,,Unstable housing
161,Syndemic conditions associated with increased HIV risk in a global sample of men who have sex with men.,Santos et al.,2014,International,Cross-sectional,HIV diagnosis,t,,Discrimination
161,Syndemic conditions associated with increased HIV risk in a global sample of men who have sex with men.,Santos et al.,2014,International,Cross-sectional,Sexual risk behaviors,t,,Discrimination
161,Syndemic conditions associated with increased HIV risk in a global sample of men who have sex with men.,Santos et al.,2014,International,Cross-sectional,HIV diagnosis,t,,Poor healthcare access
161,Syndemic conditions associated with increased HIV risk in a global sample of men who have sex with men.,Santos et al.,2014,International,Cross-sectional,Sexual risk behaviors,t,,Poor healthcare access
161,Syndemic conditions associated with increased HIV risk in a global sample of men who have sex with men.,Santos et al.,2014,International,Cross-sectional,HIV diagnosis,t,,Violence
161,Syndemic conditions associated with increased HIV risk in a global sample of men who have sex with men.,Santos et al.,2014,International,Cross-sectional,Sexual risk behaviors,t,,Violence
163,A syndemic of psychosocial health disparities and associations with risk for attempting suicide among young sexual minority men.,Mustanski,2014,USA,Cross-sectional,Suicidality,f,Young MSM,Depression
163,A syndemic of psychosocial health disparities and associations with risk for attempting suicide among young sexual minority men.,Mustanski,2014,USA,Cross-sectional,Suicidality,f,Young MSM,Substance use
163,A syndemic of psychosocial health disparities and associations with risk for attempting suicide among young sexual minority men.,Mustanski,2014,USA,Cross-sectional,Suicidality,f,Young MSM,IPV
163,A syndemic of psychosocial health disparities and associations with risk for attempting suicide among young sexual minority men.,Mustanski,2014,USA,Cross-sectional,Suicidality,f,Young MSM,Binge drinking
163,A syndemic of psychosocial health disparities and associations with risk for attempting suicide among young sexual minority men.,Mustanski,2014,USA,Cross-sectional,Suicidality,f,Young MSM,Sexual risk behaviors
164,"Evidence of a syndemic among young Canadian gay and bisexual men: uncovering the associations between anti-gay experiences, psychosocial issues, and HIV risk.",Ferlatte et al.,2014,Canada,Cross-sectional,Sexual risk behaviors,t,,Depression
164,"Evidence of a syndemic among young Canadian gay and bisexual men: uncovering the associations between anti-gay experiences, psychosocial issues, and HIV risk.",Ferlatte et al.,2014,Canada,Cross-sectional,Sexual risk behaviors,t,,Substance use disorder
164,"Evidence of a syndemic among young Canadian gay and bisexual men: uncovering the associations between anti-gay experiences, psychosocial issues, and HIV risk.",Ferlatte et al.,2014,Canada,Cross-sectional,Sexual risk behaviors,t,,Loneliness
165,"The syndemic condition of psychosocial problems and HIV risk among male sex workers in Ho Chi Minh City, Vietnam.",Biello et al.,2014,Vietnam,Cross-sectional,Sexual risk behaviors,t,MSM involved in Sex Work,Depression
165,"The syndemic condition of psychosocial problems and HIV risk among male sex workers in Ho Chi Minh City, Vietnam.",Biello et al.,2014,Vietnam,Cross-sectional,Sexual risk behaviors,t,MSM involved in Sex Work,Substance use
165,"The syndemic condition of psychosocial problems and HIV risk among male sex workers in Ho Chi Minh City, Vietnam.",Biello et al.,2014,Vietnam,Cross-sectional,Sexual risk behaviors,t,MSM involved in Sex Work,CSA
165,"The syndemic condition of psychosocial problems and HIV risk among male sex workers in Ho Chi Minh City, Vietnam.",Biello et al.,2014,Vietnam,Cross-sectional,Sexual risk behaviors,t,MSM involved in Sex Work,Alcohol Use Disorder
165,"The syndemic condition of psychosocial problems and HIV risk among male sex workers in Ho Chi Minh City, Vietnam.",Biello et al.,2014,Vietnam,Cross-sectional,Sexual risk behaviors,t,MSM involved in Sex Work,Violence
167,Syndemic and other risk factors for unprotected anal intercourse among an online sample of Belgian HIV negative men who have sex with men.,Vanden Berghe et al.,2014,Belgium,Cross-sectional,Sexual risk behaviors,t,,Depression
167,Syndemic and other risk factors for unprotected anal intercourse among an online sample of Belgian HIV negative men who have sex with men.,Vanden Berghe et al.,2014,Belgium,Cross-sectional,Sexual risk behaviors,t,,Sexual risk behaviors
167,Syndemic and other risk factors for unprotected anal intercourse among an online sample of Belgian HIV negative men who have sex with men.,Vanden Berghe et al.,2014,Belgium,Cross-sectional,Sexual risk behaviors,t,,Chemsex
168,HIV risk among substance-using men who have sex with men and women (MSMW): findings from South Florida.,Friedman et al.,2014,USA,Cross-sectional,Engagement in chemsex,f,,Depression
168,HIV risk among substance-using men who have sex with men and women (MSMW): findings from South Florida.,Friedman et al.,2014,USA,Cross-sectional,Sexual risk behaviors,t,,Depression
168,HIV risk among substance-using men who have sex with men and women (MSMW): findings from South Florida.,Friedman et al.,2014,USA,Cross-sectional,Engagement in exchange sex,f,,Depression
168,HIV risk among substance-using men who have sex with men and women (MSMW): findings from South Florida.,Friedman et al.,2014,USA,Cross-sectional,Engagement in chemsex,f,,Sexual compulsivity
168,HIV risk among substance-using men who have sex with men and women (MSMW): findings from South Florida.,Friedman et al.,2014,USA,Cross-sectional,Sexual risk behaviors,t,,Sexual compulsivity
168,HIV risk among substance-using men who have sex with men and women (MSMW): findings from South Florida.,Friedman et al.,2014,USA,Cross-sectional,Engagement in exchange sex,f,,Sexual compulsivity
168,HIV risk among substance-using men who have sex with men and women (MSMW): findings from South Florida.,Friedman et al.,2014,USA,Cross-sectional,Engagement in chemsex,f,,Unstable housing
168,HIV risk among substance-using men who have sex with men and women (MSMW): findings from South Florida.,Friedman et al.,2014,USA,Cross-sectional,Sexual risk behaviors,t,,Unstable housing
168,HIV risk among substance-using men who have sex with men and women (MSMW): findings from South Florida.,Friedman et al.,2014,USA,Cross-sectional,Engagement in exchange sex,f,,Unstable housing
168,HIV risk among substance-using men who have sex with men and women (MSMW): findings from South Florida.,Friedman et al.,2014,USA,Cross-sectional,Engagement in chemsex,f,,Violence
168,HIV risk among substance-using men who have sex with men and women (MSMW): findings from South Florida.,Friedman et al.,2014,USA,Cross-sectional,Sexual risk behaviors,t,,Violence
168,HIV risk among substance-using men who have sex with men and women (MSMW): findings from South Florida.,Friedman et al.,2014,USA,Cross-sectional,Engagement in exchange sex,f,,Violence
171,"Men who report recent male and female sex partners in Cape Town, South Africa: an understudied and underserved population.",Eaton et al.,2013,South Africa,Cross-sectional,Having sex with both men and women,f,Men who have Sex with Men and Women,Substance use
171,"Men who report recent male and female sex partners in Cape Town, South Africa: an understudied and underserved population.",Eaton et al.,2013,South Africa,Cross-sectional,Having sex with both men and women,f,Men who have Sex with Men and Women,IPV
171,"Men who report recent male and female sex partners in Cape Town, South Africa: an understudied and underserved population.",Eaton et al.,2013,South Africa,Cross-sectional,Having sex with both men and women,f,Men who have Sex with Men and Women,CSA
171,"Men who report recent male and female sex partners in Cape Town, South Africa: an understudied and underserved population.",Eaton et al.,2013,South Africa,Cross-sectional,Having sex with both men and women,f,Men who have Sex with Men and Women,Alcohol use
171,"Men who report recent male and female sex partners in Cape Town, South Africa: an understudied and underserved population.",Eaton et al.,2013,South Africa,Cross-sectional,Having sex with both men and women,f,Men who have Sex with Men and Women,Sexual risk behaviors
171,"Men who report recent male and female sex partners in Cape Town, South Africa: an understudied and underserved population.",Eaton et al.,2013,South Africa,Cross-sectional,Having sex with both men and women,f,Men who have Sex with Men and Women,Violence
172,"A syndemic including cigarette smoking and sexual risk behaviors among a sample of MSM in Shanghai, China.",Yu et al.,2013,China,Cross-sectional,Sexual risk behaviors,t,,Depression
172,"A syndemic including cigarette smoking and sexual risk behaviors among a sample of MSM in Shanghai, China.",Yu et al.,2013,China,Cross-sectional,Sexual risk behaviors,t,,Substance use
172,"A syndemic including cigarette smoking and sexual risk behaviors among a sample of MSM in Shanghai, China.",Yu et al.,2013,China,Cross-sectional,Sexual risk behaviors,t,,IPV
172,"A syndemic including cigarette smoking and sexual risk behaviors among a sample of MSM in Shanghai, China.",Yu et al.,2013,China,Cross-sectional,Sexual risk behaviors,t,,Alcohol use
172,"A syndemic including cigarette smoking and sexual risk behaviors among a sample of MSM in Shanghai, China.",Yu et al.,2013,China,Cross-sectional,Sexual risk behaviors,t,,Tobacco use
173,Adversity and syndemic production among men participating in the multicenter AIDS cohort study: a life-course approach.,Herrick et al.,2013,USA,Cross-sectional,Syndemic conditions as the outcome,f,MSM living with HIV,Depression
173,Adversity and syndemic production among men participating in the multicenter AIDS cohort study: a life-course approach.,Herrick et al.,2013,USA,Cross-sectional,Syndemic conditions as the outcome,f,MSM living with HIV,Substance use
173,Adversity and syndemic production among men participating in the multicenter AIDS cohort study: a life-course approach.,Herrick et al.,2013,USA,Cross-sectional,Syndemic conditions as the outcome,f,MSM living with HIV,IPV
